energy_eV,xs_barns
8.02734400E-05,3.27743900E-04
8.04687500E-05,3.27346000E-04
8.06640700E-05,3.26949400E-04
8.08593800E-05,3.26554300E-04
8.10546900E-05,3.26160600E-04
8.12500000E-05,3.25768400E-04
8.14453200E-05,3.25377500E-04
8.16406300E-05,3.24988100E-04
8.18359400E-05,3.24600100E-04
8.20312500E-05,3.24213400E-04
8.22265700E-05,3.23828100E-04
8.24218800E-05,3.23444200E-04
8.26171900E-05,3.23061700E-04
8.28125000E-05,3.22680500E-04
8.30078200E-05,3.22300700E-04
8.32031300E-05,3.21922200E-04
8.33984400E-05,3.21545000E-04
8.35937500E-05,3.21169100E-04
8.37890700E-05,3.20794600E-04
8.39843800E-05,3.20421400E-04
8.41796900E-05,3.20049400E-04
8.43750000E-05,3.19678800E-04
8.45703200E-05,3.19309400E-04
8.47656300E-05,3.18941400E-04
8.49609400E-05,3.18574600E-04
8.51562500E-05,3.18209000E-04
8.55468800E-05,3.17481700E-04
8.59375000E-05,3.16759400E-04
8.61328200E-05,3.16400000E-04
8.63281300E-05,3.16041900E-04
8.67187500E-05,3.15329300E-04
8.71093800E-05,3.14621500E-04
8.75000000E-05,3.13918400E-04
8.78906300E-05,3.13220100E-04
8.82812500E-05,3.12526400E-04
8.86718800E-05,3.11837200E-04
8.90625000E-05,3.11152600E-04
8.94531300E-05,3.10472500E-04
8.98437500E-05,3.09796900E-04
9.02343800E-05,3.09125600E-04
9.06250000E-05,3.08458700E-04
9.10156300E-05,3.07796000E-04
9.14062500E-05,3.07137600E-04
9.17968800E-05,3.06483500E-04
9.21875000E-05,3.05833500E-04
9.25781300E-05,3.05187600E-04
9.29687500E-05,3.04545800E-04
9.33593800E-05,3.03908000E-04
9.37500000E-05,3.03274200E-04
9.41406300E-05,3.02644300E-04
9.45312500E-05,3.02018400E-04
9.49218800E-05,3.01396300E-04
9.53125000E-05,3.00778100E-04
9.57031300E-05,3.00163600E-04
9.60937500E-05,2.99553000E-04
9.64843800E-05,2.98946000E-04
9.68750000E-05,2.98342700E-04
9.72656300E-05,2.97743000E-04
9.76562500E-05,2.97146900E-04
9.80468800E-05,2.96554400E-04
9.84375000E-05,2.95965400E-04
9.88281300E-05,2.95379900E-04
9.92187500E-05,2.94797900E-04
9.96093800E-05,2.94219300E-04
1.00000000E-04,2.93644100E-04
1.00390700E-04,2.93072200E-04
1.00781300E-04,2.92503700E-04
1.01171900E-04,2.91938500E-04
1.01562500E-04,2.91376600E-04
1.01953200E-04,2.90817800E-04
1.02343800E-04,2.90262300E-04
1.02734400E-04,2.89710000E-04
1.03125000E-04,2.89160800E-04
1.03515700E-04,2.88614600E-04
1.03906300E-04,2.88071700E-04
1.04296900E-04,2.87531700E-04
1.04687500E-04,2.86994800E-04
1.05078200E-04,2.86460800E-04
1.05468800E-04,2.85929900E-04
1.05859400E-04,2.85401900E-04
1.06250000E-04,2.84876800E-04
1.06640700E-04,2.84354500E-04
1.07031300E-04,2.83835100E-04
1.07421900E-04,2.83318700E-04
1.07812500E-04,2.82805000E-04
1.08203200E-04,2.82293900E-04
1.08593800E-04,2.81785800E-04
1.08984400E-04,2.81280400E-04
